instance_id,mechanism_label,supporting_conditions,contrasting_conditions,confidence,rationale,supporting_artifact_paths,capped_excerpts
django__django-30254,localization_hint,adp,memory;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/memory,"prior_files_inspected: django/contrib/admin/options.py|django/db/models/base.py|django/db/models/fields/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: cd testbed && python3 tests/runtests.py model_fields.tests --verbosity=2 2>&1 | grep -A5 -B5 ""get_.*_display/|test_.*choice|python3 tests/runtests.py model_fields.tests --verbosity=2 2>&1 | tail -50|python3 tests/runtests.py model_fields.tests 2>&1 | tail -10|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests 2>&1 | tail -20 || error_failure_assertion_lines: 948- raise ValueError(""get_next/get_previous cannot be used on unsaved objec... || first_gold_file_read_step=2"
django__django-30254,test_command_transfer,adp,memory;no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/memory,"prior_files_inspected: django/contrib/admin/options.py|django/db/models/base.py|django/db/models/fields/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: cd testbed && python3 tests/runtests.py model_fields.tests --verbosity=2 2>&1 | grep -A5 -B5 ""get_.*_display/|test_.*choice|python3 tests/runtests.py model_fields.tests --verbosity=2 2>&1 | tail -50|python3 tests/runtests.py model_fields.tests 2>&1 | tail -10|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests 2>&1 | tail -20 || error_failure_assertion_lines: 948- raise ValueError(""get_next/get_previous cannot be used on unsaved objec... || run_tests=cd /testbed && python3 tests/runtests.py model_regress --verbosity=1 2>&1 | tail -30|cd /testbed && python3 tests/runtests.py model_fields.tests --verbosity=1 2>&1 | tail -20|cd /test..."
django__django-30254,failure_signature_transfer,adp,memory;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/memory,"prior_files_inspected: django/contrib/admin/options.py|django/db/models/base.py|django/db/models/fields/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: cd testbed && python3 tests/runtests.py model_fields.tests --verbosity=2 2>&1 | grep -A5 -B5 ""get_.*_display/|test_.*choice|python3 tests/runtests.py model_fields.tests --verbosity=2 2>&1 | tail -50|python3 tests/runtests.py model_fields.tests 2>&1 | tail -10|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests 2>&1 | tail -20 || error_failure_assertion_lines: 948- raise ValueError(""get_next/get_previous cannot be used on unsaved objec... || run_failures=tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|10 from django.core.exceptions import ( | 47 def subclass_exception(name, bases, module, attached_to): | 49 Create ex..."
django__django-30254,patch_shape_transfer,adp,memory;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/memory,"prior_files_inspected: django/contrib/admin/options.py|django/db/models/base.py|django/db/models/fields/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: cd testbed && python3 tests/runtests.py model_fields.tests --verbosity=2 2>&1 | grep -A5 -B5 ""get_.*_display/|test_.*choice|python3 tests/runtests.py model_fields.tests --verbosity=2 2>&1 | tail -50|python3 tests/runtests.py model_fields.tests 2>&1 | tail -10|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests 2>&1 | tail -20 || error_failure_assertion_lines: 948- raise ValueError(""get_next/get_previous cannot be used on unsaved objec..."
django__django-30254,procedural_order_transfer,adp,memory;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30254/memory,"prior_files_inspected: django/contrib/admin/options.py|django/db/models/base.py|django/db/models/fields/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: cd testbed && python3 tests/runtests.py model_fields.tests --verbosity=2 2>&1 | grep -A5 -B5 ""get_.*_display/|test_.*choice|python3 tests/runtests.py model_fields.tests --verbosity=2 2>&1 | tail -50|python3 tests/runtests.py model_fields.tests 2>&1 | tail -10|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests 2>&1 | tail -20 || error_failure_assertion_lines: 948- raise ValueError(""get_next/get_previous cannot be used on unsaved objec..."
django__django-30931,same_file_transfer,raw,adp;memory;no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/memory,"prior_files_inspected: django/contrib/admin/templatetags/admin_list.py|django/db/models/fields/__init__.py|django/db/models/base.py|test_issue.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: python3 -m pytest tests/model_fields/tests.py -v -k ""display"" 2>&1 | head -50|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests -v 2 2>&1 | head -100|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests.test_overriding_FIELD_display -v 2 2>&1 | tail -20|p..."
django__django-30931,localization_hint,raw,adp;memory;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/memory,"prior_files_inspected: django/contrib/admin/templatetags/admin_list.py|django/db/models/fields/__init__.py|django/db/models/base.py|test_issue.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: python3 -m pytest tests/model_fields/tests.py -v -k ""display"" 2>&1 | head -50|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests -v 2 2>&1 | head -100|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests.test_overriding_FIELD_display -v 2 2>&1 | tail -20|p... || first_gold_file_read_step=5"
django__django-30931,test_command_transfer,raw,adp;memory;no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/memory,"prior_files_inspected: django/contrib/admin/templatetags/admin_list.py|django/db/models/fields/__init__.py|django/db/models/base.py|test_issue.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: python3 -m pytest tests/model_fields/tests.py -v -k ""display"" 2>&1 | head -50|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests -v 2 2>&1 | head -100|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests.test_overriding_FIELD_display -v 2 2>&1 | tail -20|p... || run_tests=cd /testbed && python tests/runtests.py model_fields.tests.GetFieldDisplayTests -v 2 2>&1 | tail -30|cd /testbed && python tests/runtests.py model_fields -v 2 2>&1 | tail -40"
django__django-30931,failure_signature_transfer,raw,adp;memory;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/memory,"prior_files_inspected: django/contrib/admin/templatetags/admin_list.py|django/db/models/fields/__init__.py|django/db/models/base.py|test_issue.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: python3 -m pytest tests/model_fields/tests.py -v -k ""display"" 2>&1 | head -50|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests -v 2 2>&1 | head -100|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests.test_overriding_FIELD_display -v 2 2>&1 | tail -20|p... || run_failures=tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|from django.core import checks, exceptions, validators | except (TypeError, ValueError): | except (TypeError, ValueEr..."
django__django-30931,patch_shape_transfer,raw,adp;memory;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/memory,"prior_files_inspected: django/contrib/admin/templatetags/admin_list.py|django/db/models/fields/__init__.py|django/db/models/base.py|test_issue.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: python3 -m pytest tests/model_fields/tests.py -v -k ""display"" 2>&1 | head -50|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests -v 2 2>&1 | head -100|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests.test_overriding_FIELD_display -v 2 2>&1 | tail -20|p..."
django__django-30931,procedural_order_transfer,raw,adp;memory;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/memory,"prior_files_inspected: django/contrib/admin/templatetags/admin_list.py|django/db/models/fields/__init__.py|django/db/models/base.py|test_issue.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: python3 -m pytest tests/model_fields/tests.py -v -k ""display"" 2>&1 | head -50|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests -v 2 2>&1 | head -100|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests.test_overriding_FIELD_display -v 2 2>&1 | tail -20|p..."
django__django-30931,raw_redundancy_helped,raw,adp;memory,low,Consistent with raw transcript redundancy preserving useful evidence for the only successful prior representation.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-30931/memory,"prior_files_inspected: django/contrib/admin/templatetags/admin_list.py|django/db/models/fields/__init__.py|django/db/models/base.py|test_issue.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py|tests/model_fields/tests.py || prior_files_edited: django/db/models/fields/__init__.py || prior_test_commands: python3 -m pytest tests/model_fields/tests.py -v -k ""display"" 2>&1 | head -50|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests -v 2 2>&1 | head -100|python3 tests/runtests.py model_fields.tests.GetFieldDisplayTests.test_overriding_FIELD_display -v 2 2>&1 | tail -20|p..."
django__django-31181,same_file_transfer,memory,raw;adp;no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/memory,prior_files_inspected: django/contrib/admin/helpers.py|tests/admin_views/customadmin.py|tests/admin_views/admin.py|tests/admin_utils/test_logentry.py|test_issue.py|test_readonly_field_custom_admin.py|django/contrib/admin/models.py|tests/admin_views/tests.py|django/contrib/admin/views/main.py|django/contrib/admin/widgets.py|django/contrib/admin/actions.py|django/contrib/admin/options.py|django/apps/registry.py|django/urls/base.py|django/urls/resolvers.py|docs/ref/contrib/admin/actions.txt|tests/gis_tests/geoadmin/models.py|tests/gis_tests/geoadmin_deprecated/models.py|tests/generic_inline_admin/admin.py|tests/proxy_models/admin.py|tests/admin_default_site/tests.py|tests/admin_views/models....
django__django-31181,localization_hint,memory,raw;adp;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/memory,prior_files_inspected: django/contrib/admin/helpers.py|tests/admin_views/customadmin.py|tests/admin_views/admin.py|tests/admin_utils/test_logentry.py|test_issue.py|test_readonly_field_custom_admin.py|django/contrib/admin/models.py|tests/admin_views/tests.py|django/contrib/admin/views/main.py|django/contrib/admin/widgets.py|django/contrib/admin/actions.py|django/contrib/admin/options.py|django/apps/registry.py|django/urls/base.py|django/urls/resolvers.py|docs/ref/contrib/admin/actions.txt|tests/gis_tests/geoadmin/models.py|tests/gis_tests/geoadmin_deprecated/models.py|tests/generic_inline_admin/admin.py|tests/proxy_models/admin.py|tests/admin_default_site/tests.py|tests/admin_views/models.... || first_gold_file_read_step=3
django__django-31181,failure_signature_transfer,memory,raw;adp;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/memory,"prior_files_inspected: django/contrib/admin/helpers.py|tests/admin_views/customadmin.py|tests/admin_views/admin.py|tests/admin_utils/test_logentry.py|test_issue.py|test_readonly_field_custom_admin.py|django/contrib/admin/models.py|tests/admin_views/tests.py|django/contrib/admin/views/main.py|django/contrib/admin/widgets.py|django/contrib/admin/actions.py|django/contrib/admin/options.py|django/apps/registry.py|django/urls/base.py|django/urls/resolvers.py|docs/ref/contrib/admin/actions.txt|tests/gis_tests/geoadmin/models.py|tests/gis_tests/geoadmin_deprecated/models.py|tests/generic_inline_admin/admin.py|tests/proxy_models/admin.py|tests/admin_default_site/tests.py|tests/admin_views/models.... || run_failures=tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|8 from django.core.exceptions import ObjectDoesNotExist | 195 except (AttributeError, ValueError, ObjectDoesNotExist)..."
django__django-31181,patch_shape_transfer,memory,raw;adp;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/memory,prior_files_inspected: django/contrib/admin/helpers.py|tests/admin_views/customadmin.py|tests/admin_views/admin.py|tests/admin_utils/test_logentry.py|test_issue.py|test_readonly_field_custom_admin.py|django/contrib/admin/models.py|tests/admin_views/tests.py|django/contrib/admin/views/main.py|django/contrib/admin/widgets.py|django/contrib/admin/actions.py|django/contrib/admin/options.py|django/apps/registry.py|django/urls/base.py|django/urls/resolvers.py|docs/ref/contrib/admin/actions.txt|tests/gis_tests/geoadmin/models.py|tests/gis_tests/geoadmin_deprecated/models.py|tests/generic_inline_admin/admin.py|tests/proxy_models/admin.py|tests/admin_default_site/tests.py|tests/admin_views/models....
django__django-31181,procedural_order_transfer,memory,raw;adp;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/memory,prior_files_inspected: django/contrib/admin/helpers.py|tests/admin_views/customadmin.py|tests/admin_views/admin.py|tests/admin_utils/test_logentry.py|test_issue.py|test_readonly_field_custom_admin.py|django/contrib/admin/models.py|tests/admin_views/tests.py|django/contrib/admin/views/main.py|django/contrib/admin/widgets.py|django/contrib/admin/actions.py|django/contrib/admin/options.py|django/apps/registry.py|django/urls/base.py|django/urls/resolvers.py|docs/ref/contrib/admin/actions.txt|tests/gis_tests/geoadmin/models.py|tests/gis_tests/geoadmin_deprecated/models.py|tests/generic_inline_admin/admin.py|tests/proxy_models/admin.py|tests/admin_default_site/tests.py|tests/admin_views/models....
django__django-31181,memory_compression_helped,memory,raw;adp,medium,Consistent with compressed memory surfacing useful evidence that did not lead to success in raw/ADP.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-31181/memory,prior_files_inspected: django/contrib/admin/helpers.py|tests/admin_views/customadmin.py|tests/admin_views/admin.py|tests/admin_utils/test_logentry.py|test_issue.py|test_readonly_field_custom_admin.py|django/contrib/admin/models.py|tests/admin_views/tests.py|django/contrib/admin/views/main.py|django/contrib/admin/widgets.py|django/contrib/admin/actions.py|django/contrib/admin/options.py|django/apps/registry.py|django/urls/base.py|django/urls/resolvers.py|docs/ref/contrib/admin/actions.txt|tests/gis_tests/geoadmin/models.py|tests/gis_tests/geoadmin_deprecated/models.py|tests/generic_inline_admin/admin.py|tests/proxy_models/admin.py|tests/admin_default_site/tests.py|tests/admin_views/models....
django__django-32450,same_file_transfer,raw,no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/raw,"prior_files_inspected: django/db/models/query_utils.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_bulk_update.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || err..."
django__django-32450,localization_hint,raw,no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-32450/raw,"prior_files_inspected: django/db/models/query_utils.py|tests/gis_tests/geoapp/test_expressions.py|tests/queries/test_bulk_update.py|tests/queries/test_db_returning.py|tests/queries/test_q.py|tests/queries/models.py|django/db/models/base.py|django/apps/registry.py|django/conf/__init__.py|tests/runtests.py || prior_files_edited: django/db/models/query_utils.py|tests/queries/test_q.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py::QWithExistsTests -xvs|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q.QWithExistsTests --verbosity=2|python3 tests/runtests.py queries.test_q --verbosity=2 || err... || first_gold_file_read_step=2"
